,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10
adj_83,0.40250481763159024,0.23127524103104732,0.0009009057478650712,0.02199383601936935,0.019284329887758155,0.027984811820725212,0.16816552177926455,0.09232064683633796,0.000901011302315463,0.034668877943726806
adj_84,0.1842807130367962,0.46697758793909283,0.036887390306522196,0.015044068926798876,0.009508720294310281,0.09226849329429118,0.05556255820989354,0.0940995824154289,0.009978599559714163,0.03539228601715187
adj_85,0.16115105945862782,0.1825608223036954,0.019996211587575374,0.07569469878357679,0.0009523863987224956,0.03593810589652348,0.046459995667943295,0.17649589638189447,0.0009523810642230543,0.2997984424572178
adj_86,0.37565860844355803,0.19083512680410344,0.16265531333058048,0.08760329494960654,0.031368662697658166,0.0560215437226993,0.0010101438672075805,0.06245625379868198,0.021211257290517403,0.011179795095387107
adj_87,0.4446720705123037,0.2307002362747012,0.0009259659416870421,0.023413907303092927,0.01961207689058789,0.02875951710506132,0.12486336763176466,0.10441356590140781,0.0009259294119811531,0.02171336302741244
adj_88,0.03553220202389165,0.45707744708573456,0.04158454509278297,0.05884275776487975,0.02164938277992466,0.048401103168256986,0.012369299727185859,0.20757027021246122,0.001030928061117231,0.11594206408376505
adj_89,0.034713895047748605,0.41905483385947934,0.05106772592243558,0.0725000815375145,0.0221051471562196,0.062221049354762935,0.013100070390473388,0.20765856619865103,0.0010527405513936084,0.11652588998132131
adj_90,0.10469243353950426,0.43355055175138024,0.04096325535679559,0.08757264256338822,0.025199915354024393,0.054397479148931345,0.0010101447609275709,0.15814232651114538,0.0010101011564645971,0.09346114985743838
adj_91,0.4498970179127868,0.22819697862258007,0.09992745671997735,0.02767843589756473,0.000892857144897903,0.019132795615228685,0.0553842294240658,0.09920064852466441,0.0008928571445384669,0.018796722993695822
adj_92,0.18947980251993224,0.5099732598119489,0.019318474874890485,0.05221388850300661,0.009759610226753814,0.06899859164032789,0.05149668399101806,0.0704079404027179,0.0008849801187834231,0.027466767910620464
adj_93,0.1657341943705487,0.18302127106890967,0.010876011176085035,0.048739331139170644,0.029522723058625522,0.06309293987357312,0.0009523840446176156,0.171539300212037,0.0009523809544904597,0.3255694641019422
adj_94,0.04377761687154426,0.4417957705774806,0.029875236766848594,0.05736887592732653,0.03099993763299996,0.03468135333351904,0.012399534388903507,0.2376595187779028,0.0010000000993118504,0.11044215562416278
adj_95,0.42362500006830844,0.22878028531649916,0.08001067831063145,0.020192190987004567,0.0009615384636173865,0.030677089990412815,0.050099214604694076,0.1444452336477401,0.0009615386008285307,0.020247230010263566
adj_96,0.18426154499376537,0.4810865184035001,0.04420331253045703,0.020355657858438635,0.010235837094520271,0.058742949939460214,0.05811584939725592,0.0902902336829023,0.0009009230896382679,0.05180717301006195
adj_97,0.10731900363114813,0.4310755552054178,0.053574102546772785,0.0809330407271606,0.032291647783558856,0.033153366723541355,0.001041701869751694,0.16318091278754115,0.0010416668158178886,0.09638900190928992
adj_98,0.13654596204690003,0.24154148637334297,0.010298198630112743,0.04712396555103001,0.0009093086629835068,0.03200007436996448,0.06438357590904298,0.18059434938024863,0.0009090910079677106,0.285693988068407
adj_99,0.1742538190337232,0.22083311970049063,0.014488829229562844,0.03824130280023144,0.000970873789247064,0.013298763691996198,0.036080747886581596,0.18468786462317516,0.020392693264920613,0.2967519859800712
adj_100,0.17636393008667892,0.21398533418248772,0.0009804099796496828,0.02064050897265207,0.020586978773407993,0.08498056856287836,0.0009803957837015973,0.1550313269850593,0.0009803921582150436,0.32547015451526934
adj_101,0.18212430190838655,0.46687755085669136,0.009607202099526377,0.03810255517674888,0.009347093246041757,0.0942513790248163,0.06779343967244836,0.08524325795800233,0.0008474741895161605,0.045805745867821906
adj_102,0.28648253357225795,0.19507139896398895,0.0190735095777916,0.09891284165074876,0.0008928571453035159,0.064708794604138,0.0008930253138787189,0.14749545113390522,0.11207548504260265,0.0743941029953848
adj_103,0.0611171364852153,0.44735531282138014,0.03183711296194687,0.05678961978495531,0.02142846241750436,0.0590508222905558,0.0010204671700921502,0.2159654153069708,0.001020408275761291,0.10441524248561808
adj_104,0.3971377790620724,0.1812955769880083,0.020694070708714856,0.1030527084405774,0.0009523942776195375,0.012305708576179906,0.07301459784595045,0.08698210741440997,0.0949316251356181,0.029633431550849028
adj_105,0.4403525320202944,0.22856246237011618,0.009866169056219096,0.011554531771046789,0.027678104254330236,0.018746463198448613,0.15128498194816695,0.07356334148800209,0.0008928597981142512,0.037498554095261455
adj_106,0.4300270779397254,0.21464864725146668,0.03141640092251394,0.0859632614527283,0.0009806809995871989,0.025667670348918956,0.05355569746802339,0.07872254537973544,0.06820020853443538,0.010817809702865423
adj_107,0.3814461145402656,0.20721743176276827,0.11444674661418297,0.08800610949300873,0.03201408158334082,0.0791929074832238,0.0010309993370550045,0.042830915535471144,0.030323464236593375,0.023491229414090382
adj_108,0.4146439508488027,0.22253193515284206,0.00986888617789474,0.0505303357659876,0.02210279655839875,0.03808814292324154,0.13425135578916778,0.06453836486985724,0.0008928601760541057,0.04255137173775344
adj_109,0.41863960790600074,0.19592650271928147,0.021269156770229725,0.0952658222251864,0.0009806867567283349,0.0370773495080271,0.0646281010393848,0.07745343902438152,0.07794362111450129,0.010815712936278745
adj_110,0.05509768817214224,0.44180791910910144,0.02915620340967013,0.06616167147020877,0.011340061412331594,0.061737586245567334,0.024912406640022085,0.19285432450818504,0.011336190366234546,0.10559594866653665
adj_111,0.06215450671801803,0.487744845198248,0.03993594563994672,0.045591904145952725,0.010890897281667537,0.036632307539418596,0.01187209100902755,0.20512300793696608,0.000990099119353937,0.09906439541140084
